Index,Name,Color
701,S0580-Y20R,#fcf42c
702,S0585-Y20R,#fcfc28
703,S2570-Y30R,#f48c14
704,S4550-Y40R,#a8500c
705,S3005-Y50R,#aca094
706,S8010-Y50R,#2c140c
707,S3005-Y80R,#b4a4a4
708,S3560-Y80R,#a02000
709,S1085-Y80R,#fc4000
710,S0550-Y90R,#fc8468
711,S0570-Y90R,#fc5830
712,S1070-Y90R,#fc4c24
713,S2070-Y90R,#cc2804
714,S2002-R,#c4c0c8
715,S0804-R10B,#f0e4ec
716,S0505-R10B,#f4e8f0
717,S1005-R10B,#e8dce4
718,S2005-R10B,#c0b4c4
719,S0907-R10B,#e8d8e0
720,S0510-R10B,#fce4e8
721,S1010-R10B,#e4ccd8
722,S1510-R10B,#d4bcc8
723,S2010-R10B,#c8b0bc
724,S3010-R10B,#a8909c
725,S5010-R10B,#745c68
726,S7010-R10B,#401c28
727,S0515-R10B,#fcd8dc
728,S1015-R10B,#e8c4c8
729,S1515-R10B,#d4b0bc
730,S0520-R10B,#fcc8cc
731,S1020-R10B,#ecb8bc
732,S2020-R10B,#cc989c
733,S3020-R10B,#b07c80
734,S4020-R10B,#905c68
735,S5020-R10B,#784048
736,S6020-R10B,#582430
737,S7020-R10B,#2c0008
738,S0530-R10B,#fcb0bc
739,S1030-R10B,#eca0a8
740,S2030-R10B,#cc7c88
741,S3030-R10B,#ac5c68
742,S4030-R10B,#90444c
743,S5030-R10B,#702830
744,S6030-R10B,#400004
745,S1040-R10B,#f08488
746,S2040-R10B,#d06468
747,S3040-R10B,#b04448
748,S4040-R10B,#8c2828
749,S5040-R10B,#580000
750,S1050-R10B,#f46c6c
751,S2050-R10B,#cc484c
752,S3050-R10B,#a8242c
753,S4050-R10B,#700004
754,S2060-R10B,#c82828
755,S3060-R10B,#980808
756,S3005-R20B,#a89cac
757,S0502-R50B,#ececfc
758,S1002-R50B,#d8d8f0
759,S1502-R50B,#c8c8e0
760,S2002-R50B,#b8b8d0
761,S3005-R50B,#9890b4
762,S8010-R50B,#04001c
763,S3005-R80B,#8c98b4
764,S0907-R90B,#bcd4ec
765,S0510-R90B,#b8d8f4
766,S1010-R90B,#a4c0e8
767,S2010-R90B,#8ca8c8
768,S1015-R90B,#90b8e4
769,S1515-R90B,#80a8d4
770,S3560-R90B,#00007c
771,S2065-R90B,#0000ac
772,S2002-B,#acb8cc
773,S3010-B10G,#6088a4
774,S5010-B10G,#305470
775,S7010-B10G,#00203c
776,S0520-B10G,#68c8dc
777,S1020-B10G,#50b4c8
778,S2020-B10G,#3c90b0
779,S3020-B10G,#28749c
780,S4020-B10G,#105880
781,S5020-B10G,#003c64
782,S6020-B10G,#001c48
783,S7020-B10G,#000428
784,S0530-B10G,#28b0c8
785,S1030-B10G,#189cbc
786,S2030-B10G,#0c80a8
787,S3030-B10G,#006088
788,S4030-B10G,#004070
789,S5030-B10G,#002854
790,S6030-B10G,#000434
791,S1040-B10G,#0088ac
792,S2040-B10G,#006498
793,S3040-B10G,#004478
794,S4040-B10G,#00245c
795,S5040-B10G,#00083c
796,S5045-B10G,#000024
797,S1050-B10G,#0068a0
798,S2050-B10G,#004884
799,S3050-B10G,#00306c
800,S4050-B10G,#000c48
801,S2055-B10G,#003874
802,S3060-B10G,#001450
803,S3005-B20G,#7c98a8
804,S5540-B20G,#000814
805,S0540-B30G,#00aca4
806,S8010-B50G,#000c18
807,S3005-B80G,#88a8a4
808,S2002-G,#b4c0c4
809,S0507-G,#ccf8e8
810,S1015-G,#8ce4bc
811,S1515-G,#78d0a8
812,S0505-G10Y,#e0f8f0
813,S1005-G10Y,#c8e4dc
814,S2005-G10Y,#a8c4bc
815,S0510-G10Y,#c4f8e0
816,S1010-G10Y,#a4e0c4
817,S2010-G10Y,#8cc4a8
818,S5010-G10Y,#346c54
819,S7010-G10Y,#043828
820,S2040-G10Y,#00b440
821,S4040-G10Y,#007010
822,S5040-G10Y,#004c00
823,S5540-G10Y,#003000
824,S2050-G10Y,#00a820
825,S4050-G10Y,#005c00
826,S4550-G10Y,#004c00
827,S2060-G10Y,#009c00
828,S3005-G20Y,#8ca8a0
829,S3010-G20Y,#70a48c
830,S0520-G20Y,#94f8b8
831,S1020-G20Y,#7ce4a4
832,S2020-G20Y,#64c488
833,S3020-G20Y,#4ca870
834,S0530-G20Y,#58f490
835,S1030-G20Y,#50e080
836,S2030-G20Y,#30b864
837,S3030-G20Y,#149c48
838,S1040-G20Y,#24dc60
839,S3040-G20Y,#009c28
840,S1050-G20Y,#00d844
841,S3050-G20Y,#00900c
842,S1060-G20Y,#00d418
843,S3060-G20Y,#008400
844,S3560-G20Y,#006c00
845,S1070-G20Y,#00d000
846,S2570-G20Y,#008c00
847,S1075-G20Y,#00c800
848,S2075-G20Y,#009c00
849,S4020-G30Y,#3c8854
850,S5020-G30Y,#246c3c
851,S6020-G30Y,#0c5020
852,S7020-G30Y,#002c04
853,S4030-G30Y,#1c8834
854,S5030-G30Y,#00641c
855,S6030-G30Y,#004404
856,S0540-G30Y,#4cf870
857,S0570-G30Y,#00f818
858,S0580-G30Y,#00f400
859,S0550-G40Y,#68fc5c
860,S3005-G50Y,#94ac9c
861,S8010-G50Y,#041c0c
862,S3005-G80Y,#a8b4a0
863,S1500-N,#d0d4dc
864,S6500-N,#484858
865,S2502-Y,#b8bcb4
866,S0603-Y20R,#f4f8ec
867,S0505-Y20R,#fcfcec
868,S1005-Y20R,#f0f0d8
869,S1505-Y20R,#dcdccc
870,S2005-Y20R,#d0d0c0
871,S4005-Y20R,#989084
872,S0507-Y20R,#fcfce4
873,S0510-Y20R,#fcfcd8
874,S1010-Y20R,#f8f0cc
875,S1510-Y20R,#e4dcbc
876,S2010-Y20R,#d0c8a8
877,S3010-Y20R,#bcb090
878,S0515-Y20R,#fcfcc8
879,S1015-Y20R,#fcf4b8
880,S1515-Y20R,#f0e0ac
881,S0520-Y20R,#fcfcbc
882,S1020-Y20R,#fcecac
883,S2020-Y20R,#e0c88c
884,S3020-Y20R,#c4ac74
885,S0530-Y20R,#fcfca4
886,S1030-Y20R,#fcec98
887,S2030-Y20R,#ecc87c
888,S3030-Y20R,#cca860
889,S0540-Y20R,#fcfc8c
890,S1040-Y20R,#fcec7c
891,S2040-Y20R,#fcc864
892,S3040-Y20R,#d8a84c
893,S4040-Y20R,#b08034
894,S5040-Y20R,#94641c
895,S0550-Y20R,#fcfc78
896,S1050-Y20R,#fce86c
897,S2050-Y20R,#fcc454
898,S3050-Y20R,#dca038
899,S4050-Y20R,#b47820
900,S0560-Y20R,#fcf464
901,S1060-Y20R,#fce454
902,S2060-Y20R,#fcbc38
903,S3060-Y20R,#dc9420
904,S0570-Y20R,#fcf84c
905,S1070-Y20R,#fce440
906,S2070-Y20R,#fcb824
907,S1080-Y20R,#fcdc20
908,S4010-Y30R,#a49478
909,S6010-Y30R,#745c44
910,S4020-Y30R,#b08c5c
911,S5020-Y30R,#8c6840
912,S6020-Y30R,#704c2c
913,S7020-Y30R,#502c10
914,S4030-Y30R,#b88444
915,S5030-Y30R,#94642c
916,S6030-Y30R,#744414
917,S0580-Y30R,#fcd828
918,S0585-Y30R,#fcd018
919,S2570-Y40R,#f07808
920,S4005-Y50R,#948880
921,S3560-Y50R,#c05408
922,S8010-Y70R,#240c08
923,S4005-Y80R,#948888
924,S3560-Y90R,#881000
925,S0580-Y90R,#fc440c
926,S2502-R,#b4b0c0
927,S0540-R,#fca094
928,S0560-R,#fc6854
929,S1060-R,#f85844
930,S1580-R,#bc0800
931,S0603-R20B,#f0e8fc
932,S0505-R20B,#f0e4f4
933,S1005-R20B,#dcd0e0
934,S2005-R20B,#c0b4c4
935,S4005-R20B,#887c8c
936,S0507-R20B,#f4e4f4
937,S0510-R20B,#f4dce8
938,S1010-R20B,#e0c8dc
939,S1510-R20B,#d4bcd0
940,S2010-R20B,#c0a8bc
941,S3010-R20B,#a48ca0
942,S0515-R20B,#f4d0e4
943,S1015-R20B,#e4c0d4
944,S1515-R20B,#d4b0c4
945,S0520-R20B,#f4c4d8
946,S1020-R20B,#e0b0c4
947,S2020-R20B,#c090a4
948,S3020-R20B,#a47488
949,S4020-R20B,#8c586c
950,S5020-R20B,#6c384c
951,S6020-R20B,#481430
952,S7020-R20B,#280010
953,S0530-R20B,#f8b0c8
954,S1030-R20B,#e098b0
955,S2030-R20B,#c07494
956,S3030-R20B,#a05474
957,S4030-R20B,#883c54
958,S5030-R20B,#641028
959,S6030-R20B,#400010
960,S1040-R20B,#e87c98
961,S2040-R20B,#c45874
962,S3040-R20B,#a43854
963,S4040-R20B,#841834
964,S5040-R20B,#500010
965,S1050-R20B,#e05c84
966,S2050-R20B,#c43860
967,S3050-R20B,#9c1838
968,S4050-R20B,#700014
969,S2060-R20B,#bc1c3c
970,S3060-R20B,#840018
971,S4010-R30B,#88708c
972,S6010-R30B,#4c2c50
973,S4005-R50B,#7c7498
974,S8010-R70B,#00002c
975,S4005-R80B,#70789c
976,S0502-B,#e0f0fc
977,S0502-B,#e0f0fc
978,S1002-B,#ccd8ec
979,S1502-B,#bcccd8
980,S2002-B,#acb8cc
981,S2502-B,#9ca8bc
982,S0505-B,#c4e0f8
983,S1005-B,#bcd4e4
984,S2005-B,#98b0c8
985,S1510-B,#94b8d4
986,S0515-B,#90cce8
987,S4055-B,#000054
988,S1565-B,#001c90
989,S4005-B20G,#607c8c
990,S1040-B20G,#0094a4
991,S2040-B20G,#007088
992,S3040-B20G,#00506c
993,S4040-B20G,#003454
994,S5040-B20G,#001834
995,S1050-B20G,#007888
996,S2050-B20G,#005470
997,S3050-B20G,#003c50
998,S4050-B20G,#002030
999,S4550-B20G,#001024
1000,S2555-B20G,#004058
1001,S3060-B20G,#002830
1002,S3010-B30G,#58909c
1003,S4010-B30G,#447484
1004,S6010-B30G,#1c4458
1005,S0520-B30G,#64d0d0
1006,S1020-B30G,#54c0c0
1007,S2020-B30G,#34a0a8
1008,S3020-B30G,#20808c
1009,S4020-B30G,#046070
1010,S5020-B30G,#004858
1011,S6020-B30G,#00283c
1012,S7020-B30G,#000820
1013,S0530-B30G,#1cbcbc
1014,S1030-B30G,#10a8ac
1015,S2030-B30G,#008490
1016,S3030-B30G,#007078
1017,S4030-B30G,#005060
1018,S5030-B30G,#003048
1019,S6030-B30G,#001420
1020,S5540-B30G,#000c18
1021,S8010-B70G,#000c0c
1022,S4005-B80G,#68848c
1023,S2502-G,#a4b4b8
1024,S0804-G20Y,#d4ece4
1025,S0505-G20Y,#dcf8e8
1026,S1005-G20Y,#cce8d8
1027,S2005-G20Y,#a8c4bc
1028,S4005-G20Y,#708c84
1029,S0510-G20Y,#c8f8dc
1030,S1010-G20Y,#ace0c4
1031,S1510-G20Y,#a0d4bc
1032,S2010-G20Y,#8cc0a8
1033,S0515-G20Y,#acf4c8
1034,S2040-G20Y,#00b844
1035,S4040-G20Y,#007810
1036,S5040-G20Y,#005000
1037,S5540-G20Y,#003c00
1038,S2050-G20Y,#00b020
1039,S4050-G20Y,#006800
1040,S4550-G20Y,#005000
1041,S2060-G20Y,#00b004
1042,S3010-G30Y,#7cb090
1043,S4010-G30Y,#5c8c70
1044,S6010-G30Y,#2c5840
1045,S0520-G30Y,#a4fcb8
1046,S1020-G30Y,#8ce8a4
1047,S2020-G30Y,#74cc8c
1048,S3020-G30Y,#50a86c
1049,S0530-G30Y,#74fc90
1050,S1030-G30Y,#60e480
1051,S2030-G30Y,#4cc464
1052,S3030-G30Y,#2ca44c
1053,S1040-G30Y,#40e864
1054,S3040-G30Y,#0ca030
1055,S1050-G30Y,#24e448
1056,S3050-G30Y,#009414
1057,S1060-G30Y,#04e428
1058,S3060-G30Y,#009000
1059,S3560-G30Y,#007c00
1060,S1070-G30Y,#00d404
1061,S2070-G30Y,#00b000
1062,S2570-G30Y,#009800
1063,S1080-G30Y,#00dc00
1064,S0540-G40Y,#80fc7c
1065,S0560-G40Y,#54fc44
1066,S0570-G40Y,#34fc1c
1067,S4005-G50Y,#7c9080
1068,S4020-G50Y,#5c9454
1069,S5020-G50Y,#44703c
1070,S6020-G50Y,#2c5828
1071,S7020-G50Y,#183414
1072,S4030-G50Y,#4c8c3c
1073,S5030-G50Y,#387028
1074,S6030-G50Y,#204c10
1075,S0550-G50Y,#8cfc60
1076,S8010-G70Y,#141c10
1077,S4005-G80Y,#889480
1078,S2000-N,#c4c4cc
1079,S7000-N,#3c3c4c
1080,S3502-Y,#989c9c
1081,S8502-Y,#141414
1082,S5005-Y20R,#80786c
1083,S0804-Y30R,#f4f4e4
1084,S0505-Y30R,#fcfce8
1085,S1005-Y30R,#ece8d4
1086,S1505-Y30R,#e0dcc8
1087,S2005-Y30R,#d0ccbc
1088,S0907-Y30R,#f8ecd0
1089,S0510-Y30R,#fcfcd8
1090,S1010-Y30R,#f4e8c4
1091,S1510-Y30R,#e8dcb8
1092,S2010-Y30R,#dcd0ac
1093,S3010-Y30R,#c0b090
1094,S5010-Y30R,#847058
1095,S7010-Y30R,#4c3c28
1096,S0515-Y30R,#fcf8c8
1097,S1015-Y30R,#fcecbc
1098,S1515-Y30R,#f0d8a8
1099,S0520-Y30R,#fcf4b8
1100,S1020-Y30R,#fce8a8
1101,S2020-Y30R,#e8c890
1102,S3020-Y30R,#c8a470
1103,S0530-Y30R,#fcf09c
1104,S1030-Y30R,#fce08c
1105,S2030-Y30R,#f0bc70
1106,S3030-Y30R,#cc9c58
1107,S0540-Y30R,#fcec84
1108,S1040-Y30R,#fcd878
1109,S2040-Y30R,#f8b85c
1110,S3040-Y30R,#d89844
1111,S4040-Y30R,#b47830
1112,S5040-Y30R,#94581c
1113,S0550-Y30R,#fce468
1114,S1050-Y30R,#fcd05c
1115,S2050-Y30R,#fcb048
1116,S3050-Y30R,#d88834
1117,S4050-Y30R,#b46c1c
1118,S0560-Y30R,#fcdc58
1119,S1060-Y30R,#fcd04c
1120,S2060-Y30R,#fca434
1121,S3060-Y30R,#e08420
1122,S0570-Y30R,#fcd440
1123,S1070-Y30R,#fcc034
1124,S2070-Y30R,#fca020
1125,S1080-Y30R,#fcb818
1126,S4020-Y40R,#a88058
1127,S5020-Y40R,#906840
1128,S6020-Y40R,#704428
1129,S7020-Y40R,#542c10
1130,S4030-Y40R,#b07440
1131,S5030-Y40R,#8c5424
1132,S6030-Y40R,#74380c
1133,S0580-Y40R,#fcb41c
1134,S0585-Y40R,#fcb00c
1135,S5005-Y50R,#7c7068
1136,S4550-Y50R,#9c4008
1137,S2570-Y50R,#ec6808
1138,S5005-Y80R,#786c6c
1139,S1080-Y90R,#fc3000
1140,S3502-R,#9c98a0
1141,S8502-R,#140810
1142,S0550-R,#fc7c70
1143,S3560-R,#7c0400
1144,S0565-R,#fc5844
1145,S1070-R,#f83820
1146,S2070-R,#c41800
1147,S5005-R20B,#706474
1148,S0804-R30B,#e8e0f4
1149,S0505-R30B,#f4e8f8
1150,S1005-R30B,#e0d4e4
1151,S2005-R30B,#bcb0c8
1152,S0907-R30B,#e4d8e8
1153,S0510-R30B,#f0d8f4
1154,S1010-R30B,#e0c8e4
1155,S2010-R30B,#bca4c0
1156,S3010-R30B,#a088a4
1157,S5010-R30B,#70546c
1158,S7010-R30B,#341838
1159,S0520-R30B,#ecc0e8
1160,S1020-R30B,#d8a8cc
1161,S2020-R30B,#bc8cb0
1162,S3020-R30B,#946890
1163,S4020-R30B,#805074
1164,S5020-R30B,#60305c
1165,S6020-R30B,#481438
1166,S7020-R30B,#240018
1167,S0530-R30B,#e8a0d0
1168,S1030-R30B,#d890c0
1169,S2030-R30B,#bc70a0
1170,S3030-R30B,#984c7c
1171,S4030-R30B,#783060
1172,S5030-R30B,#5c1444
1173,S6030-R30B,#34001c
1174,S1040-R30B,#d06cac
1175,S2040-R30B,#b44c88
1176,S3040-R30B,#90306c
1177,S4040-R30B,#700c44
1178,S5040-R30B,#440024
1179,S1050-R30B,#d04894
1180,S2050-R30B,#ac2870
1181,S3050-R30B,#880850
1182,S4050-R30B,#600024
1183,S3055-R30B,#780038
1184,S2060-R30B,#a00058
1185,S1510-R40B,#c8b8d8
1186,S0515-R40B,#e4ccf8
1187,S1015-R40B,#d0b8e4
1188,S1515-R40B,#c4a8d0
1189,S5005-R50B,#645c80
1190,S5005-R80B,#5c6080
1191,S3502-B,#808ca0
1192,S8502-B,#040820
1193,S0507-B,#c0e0f4
1194,S0510-B,#b0d8f4
1195,S1010-B,#98c4dc
1196,S2010-B,#7ca4c0
1197,S1015-B,#80b8dc
1198,S1515-B,#70a8cc
1199,S2065-B,#000880
1200,S5005-B20G,#506878
1201,S5010-B30G,#305c6c
1202,S7010-B30G,#002438
1203,S1040-B30G,#009498
1204,S2040-B30G,#007478
1205,S3040-B30G,#005c60
1206,S4040-B30G,#003c44
1207,S5040-B30G,#002024
1208,S1050-B30G,#008884
1209,S2050-B30G,#006868
1210,S3050-B30G,#004444
1211,S4050-B30G,#00282c
1212,S4550-B30G,#001814
1213,S2555-B30G,#005048
1214,S3060-B30G,#00382c
1215,S0520-B40G,#68d4cc
1216,S1020-B40G,#54c0c0
1217,S2020-B40G,#38a4a4
1218,S3020-B40G,#1c8488
1219,S0530-B40G,#1cc4b8
1220,S1030-B40G,#0cb0a8
1221,S2030-B40G,#009088
1222,S3030-B40G,#007470
1223,S5540-B40G,#001404
1224,S4055-B40G,#002c04
1225,S0502-B50G,#dcf0f8
1226,S1002-B50G,#ccdce8
1227,S1502-B50G,#c0d0dc
1228,S2002-B50G,#b0c0cc
1229,S3010-B50G,#60949c
1230,S4020-B50G,#086c68
1231,S5020-B50G,#005450
1232,S6020-B50G,#003434
1233,S7020-B50G,#001414
1234,S4030-B50G,#005c50
1235,S5030-B50G,#004034
1236,S6030-B50G,#001810
1237,S5005-B80G,#4c6c70
1238,S3502-G,#8494a0
1239,S8502-G,#000814
1240,S5005-G20Y,#547068
1241,S0907-G20Y,#c8ecd8
1242,S1015-G20Y,#98e4b8
1243,S1515-G20Y,#88d0a8
1244,S0505-G30Y,#e0f8e8
1245,S1005-G30Y,#d0e8d8
1246,S2005-G30Y,#acc4bc
1247,S0510-G30Y,#c8fcd8
1248,S1010-G30Y,#bce8c8
1249,S2010-G30Y,#94c4a8
1250,S5010-G30Y,#48705c
1251,S7010-G30Y,#143c28
1252,S2040-G30Y,#20c448
1253,S4040-G30Y,#00801c
1254,S5040-G30Y,#005c04
1255,S5540-G30Y,#004800
1256,S2050-G30Y,#14b830
1257,S4050-G30Y,#007000
1258,S4550-G30Y,#005c00
1259,S2060-G30Y,#00b410
1260,S2075-G30Y,#00a800
1261,S3010-G40Y,#88ac90
1262,S0520-G40Y,#b8fcb8
1263,S1020-G40Y,#a4e8a4
1264,S2020-G40Y,#8ccc8c
1265,S3020-G40Y,#6ca870
1266,S0530-G40Y,#a0fca0
1267,S1030-G40Y,#88ec8c
1268,S2030-G40Y,#74cc70
1269,S3030-G40Y,#58a858
1270,S1040-G40Y,#74f06c
1271,S3040-G40Y,#3ca838
1272,S1050-G40Y,#50ec48
1273,S3050-G40Y,#28a420
1274,S1060-G40Y,#40ec34
1275,S3060-G40Y,#18a008
1276,S3560-G40Y,#108404
1277,S3065-G40Y,#0c9400
1278,S1070-G40Y,#38e818
1279,S0575-G40Y,#40fc14
1280,S1075-G40Y,#30e808
1281,S5005-G50Y,#647868
1282,S0540-G50Y,#a0fc80
1283,S0560-G50Y,#78fc44
1284,S0550-G60Y,#b0fc68
1285,S4020-G70Y,#789860
1286,S5020-G70Y,#607c4c
1287,S6020-G70Y,#4c5c34
1288,S7020-G70Y,#243414
1289,S4030-G70Y,#78984c
1290,S5030-G70Y,#5c7834
1291,S6030-G70Y,#38501c
1292,S5005-G80Y,#6c786c
1293,S2500-N,#b0b4bc
1294,S7500-N,#2c3040
1295,S4502-Y,#7c8080
1296,S4550-Y,#947c20
1297,S6005-Y20R,#645c54
1298,S0603-Y40R,#f8f8f0
1299,S0505-Y40R,#fcf8e8
1300,S1005-Y40R,#ece4d8
1301,S1505-Y40R,#e0d8cc
1302,S2005-Y40R,#ccc4b4
1303,S0507-Y40R,#fcf8dc
1304,S0510-Y40R,#fcf4d4
1305,S1010-Y40R,#f4e0c0
1306,S1510-Y40R,#e8d4b4
1307,S2010-Y40R,#dcc4a4
1308,S3010-Y40R,#bca48c
1309,S0515-Y40R,#fcf0c4
1310,S1015-Y40R,#fce4b8
1311,S1515-Y40R,#f0d0a8
1312,S0520-Y40R,#fcf0b8
1313,S1020-Y40R,#fcd8a4
1314,S2020-Y40R,#e4bc8c
1315,S3020-Y40R,#c49c74
1316,S0530-Y40R,#fce098
1317,S1030-Y40R,#fcd48c
1318,S2030-Y40R,#f0b06c
1319,S3030-Y40R,#d09458
1320,S0540-Y40R,#fcd478
1321,S1040-Y40R,#fcc874
1322,S2040-Y40R,#fca858
1323,S3040-Y40R,#d48840
1324,S4040-Y40R,#b06828
1325,S5040-Y40R,#944c14
1326,S0550-Y40R,#fcc860
1327,S1050-Y40R,#fcc058
1328,S2050-Y40R,#fca448
1329,S3050-Y40R,#d8802c
1330,S4050-Y40R,#b45c14
1331,S0560-Y40R,#fccc54
1332,S1060-Y40R,#fcb040
1333,S2060-Y40R,#fc9430
1334,S3060-Y40R,#d46c14
1335,S0570-Y40R,#fcc038
1336,S1070-Y40R,#fcac2c
1337,S2070-Y40R,#fc8414
1338,S1080-Y40R,#fc9c0c
1339,S6005-Y50R,#645850
1340,S4010-Y50R,#a08878
1341,S6010-Y50R,#685044
1342,S4020-Y50R,#ac7c54
1343,S5020-Y50R,#8c6044
1344,S6020-Y50R,#704428
1345,S7020-Y50R,#4c200c
1346,S4030-Y50R,#b06c3c
1347,S5030-Y50R,#945424
1348,S6030-Y50R,#703410
1349,S0580-Y50R,#fca018
1350,S0585-Y50R,#fc9c08
1351,S3560-Y60R,#b84408
1352,S2075-Y60R,#f85c00
1353,S6005-Y80R,#605454
1354,S4550-Y80R,#841800
1355,S1085-Y90R,#fc2800
1356,S4502-R,#7c7888
1357,S0540-R10B,#fc989c
1358,S1060-R10B,#f44c54
1359,S1575-R10B,#c80c10
1360,S6005-R20B,#54445c
1361,S0603-R40B,#ece8f8
1362,S0505-R40B,#e8e0fc
