Index,Name,Color
1363,S1005-R40B,#d8d0ec
1364,S2005-R40B,#bcb4d0
1365,S0507-R40B,#ece0f8
1366,S0510-R40B,#ecdcf4
1367,S1010-R40B,#d4c8e8
1368,S2010-R40B,#b8a4c8
1369,S3010-R40B,#9884a8
1370,S0520-R40B,#dcb8ec
1371,S1020-R40B,#c8a4d8
1372,S2020-R40B,#ac88bc
1373,S3020-R40B,#90689c
1374,S4020-R40B,#744c80
1375,S5020-R40B,#542868
1376,S6020-R40B,#300444
1377,S7020-R40B,#140020
1378,S0530-R40B,#d098e0
1379,S1030-R40B,#c488d0
1380,S2030-R40B,#9c60b0
1381,S3030-R40B,#804494
1382,S4030-R40B,#642470
1383,S5030-R40B,#440850
1384,S6030-R40B,#20002c
1385,S1040-R40B,#b864c4
1386,S2040-R40B,#9440a0
1387,S3040-R40B,#781c80
1388,S4040-R40B,#54005c
1389,S5040-R40B,#280034
1390,S1050-R40B,#ac3cb8
1391,S2050-R40B,#841090
1392,S3050-R40B,#640068
1393,S4050-R40B,#400040
1394,S3055-R40B,#580050
1395,S2060-R40B,#800078
1396,S6005-R50B,#4c4468
1397,S4010-R50B,#786c94
1398,S6010-R50B,#402c60
1399,S1510-R60B,#b8b4e4
1400,S0515-R60B,#ccc4fc
1401,S1015-R60B,#bcb4f0
1402,S1515-R60B,#aca4e8
1403,S4055-R70B,#000078
1404,S6005-R80B,#3c4068
1405,S4502-B,#6c7488
1406,S0510-B10G,#a8dcec
1407,S1010-B10G,#a4cce0
1408,S2010-B10G,#88acc0
1409,S1555-B10G,#005088
1410,S6005-B20G,#384c5c
1411,S0507-B20G,#c0e8f4
1412,S1510-B20G,#88bccc
1413,S0515-B20G,#88d4e4
1414,S6530-B30G,#000408
1415,S1040-B40G,#009c88
1416,S2040-B40G,#008070
1417,S3040-B40G,#006054
1418,S4040-B40G,#00443c
1419,S5040-B40G,#002818
1420,S1050-B40G,#009470
1421,S2050-B40G,#007454
1422,S3050-B40G,#005438
1423,S4050-B40G,#002c1c
1424,S4550-B40G,#00240c
1425,S2555-B40G,#005834
1426,S3060-B40G,#00401c
1427,S4010-B50G,#4c7c84
1428,S6010-B50G,#184850
1429,S0520-B50G,#68dccc
1430,S1020-B50G,#50c4bc
1431,S2020-B50G,#38a49c
1432,S3020-B50G,#208884
1433,S0530-B50G,#28d0b4
1434,S1030-B50G,#14b8a0
1435,S2030-B50G,#009484
1436,S3030-B50G,#007c70
1437,S5540-B50G,#001c04
1438,S3010-B70G,#689c9c
1439,S4020-B70G,#007458
1440,S5020-B70G,#005444
1441,S6020-B70G,#00382c
1442,S7020-B70G,#001c08
1443,S4030-B70G,#006440
1444,S5030-B70G,#004424
1445,S6030-B70G,#002008
1446,S6005-B80G,#345058
1447,S0502-G,#e0f0f4
1448,S1002-G,#d0e0e4
1449,S1502-G,#c0d0d4
1450,S2002-G,#b4c0c4
1451,S4502-G,#687884
1452,S6530-G10Y,#002800
1453,S6005-G20Y,#38584c
1454,S0603-G40Y,#e4f4f0
1455,S0505-G40Y,#e4fcec
1456,S1005-G40Y,#d0e8d8
1457,S2005-G40Y,#b0c8b8
1458,S0510-G40Y,#d8fcdc
1459,S1010-G40Y,#c4ecc8
1460,S1510-G40Y,#b0d8b8
1461,S2010-G40Y,#a0c8ac
1462,S0515-G40Y,#c8fccc
1463,S2040-G40Y,#4cc84c
1464,S4040-G40Y,#208420
1465,S5040-G40Y,#0c640c
1466,S5540-G40Y,#085004
1467,S2050-G40Y,#40c838
1468,S4050-G40Y,#14800c
1469,S4550-G40Y,#0c6804
1470,S2060-G40Y,#2cc420
1471,S2070-G40Y,#1cb804
1472,S6005-G50Y,#4c6050
1473,S3010-G50Y,#8cb08c
1474,S4010-G50Y,#709074
1475,S6010-G50Y,#405c44
1476,S0520-G50Y,#c8fcbc
1477,S1020-G50Y,#b0f4a8
1478,S2020-G50Y,#94c88c
1479,S3020-G50Y,#7cb474
1480,S0530-G50Y,#a8fc98
1481,S1030-G50Y,#98f888
1482,S2030-G50Y,#80d470
1483,S3030-G50Y,#6cb058
1484,S1040-G50Y,#88f870
1485,S3040-G50Y,#60ac44
1486,S1050-G50Y,#80fc58
1487,S3050-G50Y,#54ac2c
1488,S1060-G50Y,#78fc40
1489,S3060-G50Y,#48a814
1490,S3560-G50Y,#40940c
1491,S0565-G50Y,#74fc30
1492,S3065-G50Y,#44a00c
1493,S1070-G50Y,#70f424
1494,S1075-G50Y,#60f818
1495,S0540-G60Y,#b8fc84
1496,S0560-G60Y,#b0fc54
1497,S0550-G70Y,#d0fc74
1498,S6005-G80Y,#586054
1499,S3000-N,#a8acb4
1500,S8000-N,#202028
1501,S5502-Y,#686868
1502,S4055-Y10R,#b48820
1503,S7005-Y20R,#444038
1504,S0804-Y50R,#f4ece4
1505,S0505-Y50R,#fcf4e0
1506,S1005-Y50R,#f0e4d4
1507,S1505-Y50R,#e4d8c8
1508,S2005-Y50R,#c8c0b8
1509,S7005-Y50R,#4c4038
1510,S0907-Y50R,#f8e8d4
1511,S0510-Y50R,#fcf0d8
1512,S1010-Y50R,#f8e0c4
1513,S1510-Y50R,#e8d0b8
1514,S2010-Y50R,#d4bca4
1515,S3010-Y50R,#bca490
1516,S5010-Y50R,#846c5c
1517,S7010-Y50R,#50382c
1518,S0515-Y50R,#fcecc4
1519,S1015-Y50R,#fcdcb8
1520,S1515-Y50R,#ecc8a8
1521,S0520-Y50R,#fce0b0
1522,S1020-Y50R,#fcd4a4
1523,S2020-Y50R,#e0b088
1524,S3020-Y50R,#cc9c74
1525,S0530-Y50R,#fcd498
1526,S1030-Y50R,#fcc888
1527,S2030-Y50R,#f0a870
1528,S3030-Y50R,#d48c58
1529,S0540-Y50R,#fcc87c
1530,S1040-Y50R,#fcc074
1531,S2040-Y50R,#f89c58
1532,S3040-Y50R,#d07c3c
1533,S4040-Y50R,#b46028
1534,S5040-Y50R,#8c4010
1535,S0550-Y50R,#fcbc64
1536,S1050-Y50R,#fcb458
1537,S2050-Y50R,#f88c40
1538,S3050-Y50R,#d47024
1539,S4050-Y50R,#ac5014
1540,S0560-Y50R,#fcb450
1541,S1060-Y50R,#fca040
1542,S2060-Y50R,#f88024
1543,S3060-Y50R,#d86414
1544,S0570-Y50R,#fca030
1545,S1070-Y50R,#fca82c
1546,S2070-Y50R,#fc7410
1547,S1080-Y50R,#fc8808
1548,S4020-Y60R,#a47454
1549,S5020-Y60R,#8c5c3c
1550,S6020-Y60R,#6c3c24
1551,S7020-Y60R,#502008
1552,S4030-Y60R,#ac6438
1553,S5030-Y60R,#8c4420
1554,S6030-Y60R,#682808
1555,S4550-Y60R,#983808
1556,S2570-Y60R,#e45404
1557,S0580-Y60R,#fc8810
1558,S0585-Y60R,#fc7c00
1559,S1505-Y80R,#d8cccc
1560,S7005-Y80R,#443838
1561,S4550-Y90R,#680800
1562,S5502-R,#645c70
1563,S1080-R,#e41800
1564,S0550-R10B,#fc7880
1565,S1070-R10B,#e82c30
1566,S2070-R10B,#b00808
1567,S7005-R20B,#443444
1568,S1060-R30B,#c41c80
1569,S0804-R50B,#e4e0f8
1570,S0505-R50B,#e8e4fc
1571,S1005-R50B,#d4d4ec
1572,S2005-R50B,#b4acd0
1573,S7005-R50B,#30284c
1574,S0907-R50B,#d8d0f4
1575,S0510-R50B,#e4d8f8
1576,S1010-R50B,#d4c8e8
1577,S2010-R50B,#b0a4cc
1578,S3010-R50B,#9888b0
1579,S5010-R50B,#584878
1580,S7010-R50B,#241840
1581,S0520-R50B,#d0b8f4
1582,S1020-R50B,#bca4e8
1583,S2020-R50B,#9c80c8
1584,S3020-R50B,#8464a8
1585,S4020-R50B,#68488c
1586,S5020-R50B,#482470
1587,S6020-R50B,#2c084c
1588,S7020-R50B,#0c002c
1589,S0530-R50B,#b88cec
1590,S1030-R50B,#b484d8
1591,S2030-R50B,#9464c0
1592,S3030-R50B,#7440a4
1593,S4030-R50B,#541c84
1594,S5030-R50B,#380460
1595,S6030-R50B,#180038
1596,S1040-R50B,#9c5cd8
1597,S2040-R50B,#7c34b4
1598,S3040-R50B,#641c94
1599,S4040-R50B,#3c006c
1600,S5040-R50B,#1c0044
1601,S2050-R50B,#6c0ca8
1602,S3050-R50B,#4c0088
1603,S4050-R50B,#2c0058
1604,S3055-R50B,#400078
1605,S1550-R70B,#4030e8
1606,S4550-R70B,#00006c
1607,S7005-R80B,#242850
1608,S5502-B,#545c70
1609,S0505-B20G,#c8e8f4
1610,S1005-B20G,#b4d4e0
1611,S2005-B20G,#9cb8c8
1612,S7005-B20G,#1c3040
1613,S0907-B20G,#b0d8e4
1614,S1015-B20G,#78c4d4
1615,S1515-B20G,#6cb4c4
1616,S5010-B50G,#306068
1617,S7010-B50G,#002830
1618,S6530-B50G,#001000
1619,S1040-B50G,#00a488
1620,S2040-B50G,#008870
1621,S3040-B50G,#006850
1622,S4040-B50G,#004834
1623,S5040-B50G,#002810
1624,S1050-B50G,#009c64
1625,S2050-B50G,#007848
1626,S3050-B50G,#005c30
1627,S4050-B50G,#003410
1628,S4550-B50G,#002400
1629,S3055-B50G,#005014
1630,S2060-B50G,#006828
1631,S0520-B60G,#64dcc8
1632,S1020-B60G,#5cccbc
1633,S2020-B60G,#38ac9c
1634,S3020-B60G,#1c8c7c
1635,S0530-B60G,#24d0ac
1636,S1030-B60G,#14c09c
1637,S2030-B60G,#009c80
1638,S3030-B60G,#007c64
1639,S6035-B60G,#001800
1640,S7005-B80G,#18343c
1641,S5502-G,#50606c
1642,S7005-G20Y,#244038
1643,S0507-G40Y,#e0fce4
1644,S1015-G40Y,#b0e8b8
1645,S1515-G40Y,#a4d8ac
1646,S0502-G50Y,#e8f8f0
1647,S1002-G50Y,#dce8e4
1648,S1502-G50Y,#ccd8d4
1649,S2002-G50Y,#bcc8c4
1650,S0505-G50Y,#e8fcec
1651,S1005-G50Y,#d0e8d4
1652,S2005-G50Y,#b4c8b8
1653,S7005-G50Y,#2c3c38
1654,S0510-G50Y,#d8fcdc
1655,S1010-G50Y,#c0ecc0
1656,S2010-G50Y,#a8ccac
1657,S5010-G50Y,#5c7860
1658,S7010-G50Y,#24402c
1659,S6530-G50Y,#143c0c
1660,S2040-G50Y,#70d458
1661,S4040-G50Y,#448828
1662,S5040-G50Y,#2c6818
1663,S5540-G50Y,#204c08
1664,S2050-G50Y,#68d040
1665,S4050-G50Y,#348814
1666,S4550-G50Y,#30700c
1667,S2060-G50Y,#5ccc28
1668,S2070-G50Y,#5cc814
1669,S3010-G60Y,#94b090
1670,S0520-G60Y,#ccfcb8
1671,S1020-G60Y,#c0f8a8
1672,S2020-G60Y,#a4d08c
1673,S3020-G60Y,#88b078
1674,S0530-G60Y,#c0fc9c
1675,S1030-G60Y,#b4fc90
1676,S2030-G60Y,#a0d874
1677,S3030-G60Y,#84b460
1678,S1040-G60Y,#9cfc6c
1679,S3040-G60Y,#7cb448
1680,S1050-G60Y,#a4fc60
1681,S3050-G60Y,#78b438
1682,S1060-G60Y,#9cfc48
1683,S3060-G60Y,#70b020
1684,S3560-G60Y,#649c18
1685,S3065-G60Y,#70a818
1686,S0570-G60Y,#acfc3c
1687,S1070-G60Y,#9cfc30
1688,S0575-G60Y,#b0fc30
1689,S1075-G60Y,#9cfc20
1690,S0540-G70Y,#d0fc88
1691,S0560-G70Y,#d4fc60
1692,S7005-G80Y,#3c4438
1693,S3500-N,#9c9ca4
1694,S8500-N,#0c0c1c
1695,S8500-N,#0c0c1c
1696,S6502-Y,#505050
1697,S8005-Y20R,#2c2420
1698,S8005-Y50R,#2c2018
1699,S0603-Y60R,#fcf8f0
1700,S0505-Y60R,#fcf4e8
1701,S1005-Y60R,#ece0d4
1702,S1505-Y60R,#dcd0c8
1703,S2005-Y60R,#ccc0b8
1704,S0507-Y60R,#fcf4e4
1705,S0510-Y60R,#fcf4e0
1706,S1010-Y60R,#f4dcc8
1707,S1510-Y60R,#e4ccbc
1708,S2010-Y60R,#d4bcac
1709,S3010-Y60R,#b49c8c
1710,S0515-Y60R,#fce8c8
1711,S1015-Y60R,#fcd8b8
1712,S1515-Y60R,#ecc8ac
1713,S0520-Y60R,#fce0b8
1714,S1020-Y60R,#fccca4
1715,S2020-Y60R,#d8a888
1716,S3020-Y60R,#c09070
1717,S0530-Y60R,#fcc894
1718,S1030-Y60R,#fcc08c
1719,S2030-Y60R,#eca070
1720,S3030-Y60R,#cc8458
1721,S0540-Y60R,#fcbc7c
1722,S1040-Y60R,#fcb074
1723,S2040-Y60R,#f09054
1724,S3040-Y60R,#d47440
1725,S4040-Y60R,#b05824
1726,S5040-Y60R,#883408
1727,S0550-Y60R,#fcb064
1728,S1050-Y60R,#fca054
1729,S2050-Y60R,#f48040
1730,S3050-Y60R,#cc6024
1731,S4050-Y60R,#b04c10
1732,S0560-Y60R,#fca850
1733,S1060-Y60R,#fc8c3c
1734,S2060-Y60R,#f87424
1735,S3060-Y60R,#d85c10
1736,S0570-Y60R,#fc9834
1737,S1070-Y60R,#fc8424
1738,S2070-Y60R,#f0600c
1739,S1080-Y60R,#fc7404
1740,S4010-Y70R,#a08474
1741,S6010-Y70R,#604840
1742,S4020-Y70R,#a47058
1743,S5020-Y70R,#8c5840
1744,S6020-Y70R,#6c3c28
1745,S7020-Y70R,#481808
1746,S4030-Y70R,#ac5c3c
1747,S5030-Y70R,#8c4428
1748,S6030-Y70R,#602008
1749,S3560-Y70R,#b03400
1750,S2075-Y70R,#e44000
1751,S0580-Y70R,#fc6c10
1752,S0585-Y70R,#fc6c00
1753,S8005-Y80R,#241818
1754,S1505-Y90R,#d8cccc
1755,S5540-Y90R,#580400
1756,S6502-R,#484054
1757,S8005-R20B,#201020
1758,S0540-R20B,#f490a8
1759,S1060-R20B,#e0385c
1760,S2065-R20B,#a40028
1761,S8005-R50B,#0c0020
1762,S0603-R60B,#e4e4fc
1763,S0505-R60B,#e8e8fc
1764,S1005-R60B,#d0d0f0
1765,S2005-R60B,#b4b4d4
1766,S0507-R60B,#e0e0fc
1767,S0510-R60B,#dcd8fc
1768,S1010-R60B,#c8c4ec
1769,S2010-R60B,#aca8d0
1770,S3010-R60B,#8884b4
1771,S0520-R60B,#c4b8f8
1772,S1020-R60B,#b0a4ec
1773,S2020-R60B,#9080d0
1774,S3020-R60B,#7464b4
1775,S4020-R60B,#544494
1776,S5020-R60B,#301c78
1777,S6020-R60B,#18005c
1778,S7020-R60B,#000034
1779,S0525-R60B,#b0a0f8
1780,S1030-R60B,#9880ec
1781,S2030-R60B,#7c64d0
1782,S3030-R60B,#5840b4
1783,S4030-R60B,#38188c
1784,S5030-R60B,#18006c
1785,S6030-R60B,#000048
1786,S1040-R60B,#845ce8
1787,S2040-R60B,#6438c8
1788,S3040-R60B,#4010a4
1789,S4040-R60B,#240084
1790,S5040-R60B,#00005c
1791,S2050-R60B,#4808bc
1792,S3050-R60B,#20009c
1793,S4050-R60B,#000074
1794,S3555-R60B,#040074
1795,S4010-R70B,#6c6c9c
1796,S6010-R70B,#34346c
1797,S5540-R70B,#000058
1798,S1555-R70B,#3018dc
1799,S8005-R80B,#080830
1800,S6502-B,#384054
1801,S8005-B20G,#001020
1802,S0510-B30G,#a4e0e4
1803,S1010-B30G,#94ccd8
1804,S2010-B30G,#78acbc
1805,S0502-B50G,#dcf0f8
1806,S1510-B50G,#88c0c4
1807,S0515-B50G,#8ce4dc
1808,S1040-B60G,#00b080
1809,S2040-B60G,#009464
1810,S3040-B60G,#007044
1811,S4040-B60G,#005028
1812,S5040-B60G,#002c08
1813,S1050-B60G,#00a85c
1814,S2050-B60G,#00803c
1815,S3050-B60G,#006424
1816,S4050-B60G,#004004
1817,S2555-B60G,#006c24
1818,S3555-B60G,#004c04
1819,S4010-B70G,#407c78
1820,S6010-B70G,#104844
1821,S0520-B70G,#64e0c4
1822,S1020-B70G,#58d0b4
1823,S2020-B70G,#30ac90
1824,S3020-B70G,#188c7c
1825,S0530-B70G,#2cdca8
1826,S1030-B70G,#20c89c
1827,S2030-B70G,#00a07c
1828,S3030-B70G,#008060
1829,S8005-B80G,#00141c
1830,S6502-G,#384854
1831,S8005-G20Y,#041c1c
1832,S8005-G50Y,#14201c
1833,S0804-G60Y,#dcf0e0
1834,S0505-G60Y,#ecfce8
1835,S1005-G60Y,#d4e8d4
1836,S2005-G60Y,#b8c8bc
1837,S0510-G60Y,#e0fcd8
1838,S1010-G60Y,#ccecc4
1839,S1510-G60Y,#bcdcb4
1840,S2010-G60Y,#b0ccac
1841,S0515-G60Y,#d4fcc8
1842,S2040-G60Y,#90d45c
1843,S4040-G60Y,#609438
1844,S5040-G60Y,#40681c
1845,S5540-G60Y,#3c5c10
1846,S2050-G60Y,#8cd448
1847,S4050-G60Y,#5c9020
1848,S4550-G60Y,#507c14
1849,S2060-G60Y,#88dc30
1850,S2070-G60Y,#8cd820
1851,S3010-G70Y,#94b08c
1852,S4010-G70Y,#849878
1853,S6010-G70Y,#506048
1854,S0520-G70Y,#dcfcbc
1855,S1020-G70Y,#c8f8ac
1856,S2020-G70Y,#acd88c
1857,S3020-G70Y,#90b474
1858,S0530-G70Y,#d4fca4
1859,S1030-G70Y,#c0fc94
1860,S2030-G70Y,#a4d878
1861,S3030-G70Y,#8cb860
1862,S1040-G70Y,#bcfc78
1863,S3040-G70Y,#88b44c
1864,S1050-G70Y,#c4fc68
1865,S3050-G70Y,#84b438
1866,S1060-G70Y,#bcfc48
1867,S3060-G70Y,#80b820
1868,S3560-G70Y,#80981c
1869,S0570-G70Y,#ccfc44
1870,S1070-G70Y,#c0fc3c
1871,S0575-G70Y,#d4fc38
1872,S1075-G70Y,#ccfc34
1873,S8005-G80Y,#1c2020
1874,S4000-N,#888898
1875,S7502-Y,#343434
1876,S8505-Y20R,#141010
1877,S0804-Y70R,#f4ece8
1878,S0505-Y70R,#fcf0e8
1879,S1005-Y70R,#ece0d8
1880,S1505-Y70R,#dcd0c8
1881,S2005-Y70R,#ccc0b8
1882,S0907-Y70R,#f0e0d4
1883,S0510-Y70R,#fcecd8
1884,S1010-Y70R,#f4d8c4
1885,S1510-Y70R,#e0c8bc
1886,S2010-Y70R,#d8bcac
1887,S3010-Y70R,#b49c90
1888,S5010-Y70R,#846458
1889,S7010-Y70R,#402824
1890,S0515-Y70R,#fce4cc
1891,S1015-Y70R,#fcd4bc
1892,S1515-Y70R,#e8c0a8
1893,S0520-Y70R,#fcd4b8
1894,S1020-Y70R,#fcc4a8
1895,S2020-Y70R,#e0ac90
1896,S3020-Y70R,#c89478
1897,S0530-Y70R,#fcc89c
1898,S1030-Y70R,#fcb890
1899,S2030-Y70R,#ec9874
1900,S3030-Y70R,#c87c58
1901,S0540-Y70R,#fcb080
1902,S1040-Y70R,#fca06c
1903,S2040-Y70R,#ec8854
1904,S3040-Y70R,#c86840
1905,S4040-Y70R,#a84c24
1906,S5040-Y70R,#802c08
1907,S0550-Y70R,#fca464
1908,S1050-Y70R,#fc9454
1909,S2050-Y70R,#f0743c
1910,S3050-Y70R,#c85020
1911,S4050-Y70R,#a0340c
1912,S4550-Y70R,#902c00
1913,S0560-Y70R,#fc9048
1914,S1060-Y70R,#fc8440
1915,S2060-Y70R,#ec6024
1916,S3060-Y70R,#c04008
1917,S0570-Y70R,#fc802c
1918,S1070-Y70R,#fc7024
1919,S2070-Y70R,#ec5008
1920,S2570-Y70R,#cc3c00
1921,S1080-Y70R,#fc6008
1922,S8505-Y80R,#0c0008
1923,S7502-R,#342c38
1924,S8505-R20B,#00000c
1925,S1070-R20B,#e01840
1926,S0540-R30B,#e880c4
1927,S0804-R70B,#dce0f8
1928,S0505-R70B,#dce4f8
1929,S1005-R70B,#ccd0f0
1930,S2005-R70B,#acb0d0
1931,S0907-R70B,#ccd4f0
1932,S0510-R70B,#d0d8fc
1933,S1010-R70B,#c0c4ec
1934,S2010-R70B,#a0a4d4
1935,S3010-R70B,#888cbc
1936,S5010-R70B,#505080
1937,S7010-R70B,#18144c
1938,S0520-R70B,#b4b8fc
1939,S1020-R70B,#a0a4f4
1940,S2020-R70B,#8484d4
1941,S3020-R70B,#6464b4
1942,S4020-R70B,#48449c
1943,S5020-R70B,#302884
1944,S6020-R70B,#0c0060
1945,S7020-R70B,#00003c
1946,S0525-R70B,#a8a8fc
1947,S1030-R70B,#8888f8
1948,S2030-R70B,#6864d4
1949,S3030-R70B,#4c44b8
1950,S4030-R70B,#2c20a0
1951,S5030-R70B,#14047c
1952,S6030-R70B,#000050
1953,S1040-R70B,#6c60f0
1954,S2040-R70B,#4c3cd4
1955,S3040-R70B,#2c1cb4
1956,S4040-R70B,#080098
1957,S5040-R70B,#000068
1958,S2050-R70B,#2814d0
1959,S3050-R70B,#0800ac
1960,S4050-R70B,#000084
1961,S2060-R70B,#1000c8
1962,S3060-R70B,#00009c
1963,S8505-R80B,#000014
1964,S7502-B,#20243c
1965,S8505-B20G,#000010
1966,S0804-B50G,#cce4ec
1967,S0510-B50G,#b4ece8
1968,S1010-B50G,#98d4d0
1969,S2010-B50G,#7cb0b8
1970,S1015-B50G,#7cd0c8
1971,S1515-B50G,#68c0b8
1972,S5010-B70G,#286460
1973,S7010-B70G,#002c28
1974,S1040-B70G,#00b47c
1975,S2040-B70G,#009058
1976,S3040-B70G,#007440
1977,S4040-B70G,#005020
1978,S5040-B70G,#003004
1979,S1050-B70G,#00b454
1980,S2050-B70G,#008838
1981,S3050-B70G,#006818
1982,S4050-B70G,#004400
1983,S2060-B70G,#008010
1984,S3060-B70G,#005400
1985,S8505-B80G,#00040c
1986,S7502-G,#1c2834
1987,S8505-G20Y,#000c0c
1988,S0907-G60Y,#d8f0d8
1989,S1015-G60Y,#c8f4b8
1990,S1515-G60Y,#b8e4a8
1991,S0505-G70Y,#ecfce8
1992,S1005-G70Y,#dcecdc
1993,S2005-G70Y,#b4c8b4
1994,S0510-G70Y,#e0fcd8
1995,S1010-G70Y,#d4f0c8
1996,S2010-G70Y,#b4cca8
1997,S5010-G70Y,#64785c
1998,S7010-G70Y,#34402c
1999,S2040-G70Y,#a4dc5c
2000,S4040-G70Y,#709438
2001,S5040-G70Y,#546c1c
2002,S5540-G70Y,#485c14
2003,S2050-G70Y,#ace454
2004,S4050-G70Y,#6c9424
2005,S4550-G70Y,#607c1c
2006,S2060-G70Y,#a4e038
2007,S2070-G70Y,#a8e028
2008,S8505-G80Y,#0c1010
2009,S4500-N,#7c7c8c
